_id,price,Marque,Modele,Annee,Energie,Kilometrage,Couleur,options[0],options[1],options[2],options[3],options[4],options[5],options[6],options[7],options[8],options[9],options[10],options[11],options[12],options[13],options[14],__v
66226913ad4c164ca6fa6300,1 Millions,Audi,Q3,2024,Diesel,100km,Gris Manitoba,,,,,,,,,,,,,,,,0
66226915ad4c164ca6fa6302,1 Millions,Seat,Ibiza,2017,Essence,60000km,Blanc,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Vitres éléctriques,,,,0
66226919ad4c164ca6fa6304,1 111 Millions,Hyundai,Creta,2024,,4000km,Blanc,,,,,,,,,,,,,,,,0
6622691bad4c164ca6fa6306,1 234 Millions,Citroen,Berlingo,2013,Diesel,196000km,Blanc,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
6622691cad4c164ca6fa6308,370 Millions,Seat,ARONA,2019,Essence,65000km,Bleu Ciel,Climatisation,ABS,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Alarme,Jantes Alliage,Feux du jour,,,,,,,0
6622691ead4c164ca6fa630a,355 Millions,Seat,Ibiza,2020,Essence,51500km,Gris Alluminium,Climatisation,ABS,ESP,Direction assisstée,Retroviseurs électriques,Jantes Alliage,Vitres éléctriques,,,,,,,,,0
66226922ad4c164ca6fa630c,200 Millions,Dacia,Logan,2016,Essence,228000km,Blanc,,,,,,,,,,,,,,,,0
66226924ad4c164ca6fa630e,750 Millions,Mercedes,Classe A,2022,Diesel,55000km,Gris Souris,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
66226925ad4c164ca6fa6310,720 Millions,Volkswagen,Golf 8,2023,Essence,15000km,Blanc,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
66226927ad4c164ca6fa6312,230 Millions,Renault,Kangoo,2015,Diesel,254000km,Gris,Climatisation,ABS,ESP,Direction assisstée,Radio CD,Vitres éléctriques,,,,,,,,,,0
66226929ad4c164ca6fa6314,265 Millions,Audi,A1,2014,Essence,162000km,Gris Argent,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,0
6622692bad4c164ca6fa6316,372 Millions,Volkswagen,Polo,2019,Essence,39000km,Noir,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
6622692cad4c164ca6fa6318,245 Millions,Kia,Picanto,2019,Essence,83000km,Noir,Climatisation,ABS,ESP,Direction assisstée,Retroviseurs électriques,Radio CD,Alarme,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,,,0
6622692ead4c164ca6fa631a,1 Millions,Hyundai,Accent,2015,Essence,168km,Blanc,Climatisation,ABS,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,,,0
66226932ad4c164ca6fa631c,82 Millions,Peugeot,206,2005,Essence,471km,Noir,Climatisation,ABS,Direction assisstée,Radio CD,Phares xénon,Vitres éléctriques,,,,,,,,,,0
66226934ad4c164ca6fa631e,750 Millions,Land Rover,Range Sport,2017,Diesel,54000km,Blanc,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
6622693aad4c164ca6fa6320,400 Millions,Fiat,500x,2024,Essence,300km,Noir,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,0
6622693bad4c164ca6fa6322,263 Millions,Renault,Symbol,2018,Diesel,121000km,Gris Alluminium,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Phares antibrouillard,Alarme,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,,,0
6622693dad4c164ca6fa6324,475 Millions,Skoda,Fabia,2022,Essence,51000km,Blanc,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
6622693ead4c164ca6fa6326,105 Millions,Hyundai,Atos,2005,Essence,,Gris,,,,,,,,,,,,,,,,0
66226940ad4c164ca6fa6328,500 Millions,DS,DS3,2021,Essence,85000km,Noir,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,0
66226942ad4c164ca6fa632a,2 Millions,Seat,Leon,2012,Diesel,224500km,Blanc,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
66226943ad4c164ca6fa632c,330 Millions,Seat,Ibiza,2018,GPL,220000km,Gris Souris,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
66226945ad4c164ca6fa632e,1 Millions,Volkswagen,Golf 6,2011,Diesel,298000km,Blanc,,,,,,,,,,,,,,,,0
66226946ad4c164ca6fa6330,1 Millions,Kia,Rio,2020,Essence,56000km,Bleu,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
66226948ad4c164ca6fa6332,1 Millions,Nissan,Navara,2013,Diesel,163000km,Gris Manitoba,Climatisation,ABS,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Jantes Alliage,Vitres éléctriques,,,,,,,0
66226949ad4c164ca6fa6334,440 Millions,Volkswagen,Tiguan,2014,Diesel,166km,Noir,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,Lebhtp@outlook.fr,0
6622694bad4c164ca6fa6336,1 Millions,Zotye,Nomad 2,2011,Essence,260000km,Bleu,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Phares antibrouillard,Radio CD,Alarme,Jantes Alliage,Vitres éléctriques,,,,,,0
6622694dad4c164ca6fa6338,2 Millions,Hyundai,Accent,2017,Essence,25000km,Gris Manitoba,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,0
6622694fad4c164ca6fa633a,1 200 Millions,Hyundai,i10,2010,Essence,268000km,Rouge Bordeaux,Climatisation,Toit ouvrant,ABS,ESP,Direction assisstée,Phares antibrouillard,Alarme,Jantes Alliage,Feux du jour,,,,,,,0
66226950ad4c164ca6fa633c,900 Millions,Hyundai,Tucson,2024,Diesel,800km,Gris Manitoba,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
66226952ad4c164ca6fa633e,1 Millions,Audi,A3,2023,Diesel,1km,Gris Manitoba,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
66226954ad4c164ca6fa6340,1 Millions,Toyota,Land Cruiser,2022,Essence,900km,Blanc,,,,,,,,,,,,,,,,0
66226956ad4c164ca6fa6342,1 Millions,Hyundai,Creta,2023,Diesel,00km,Blanc,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,0
66226957ad4c164ca6fa6344,1 Millions,Volkswagen,Golf 7,2014,Essence,230000km,Blanc,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
6622695cad4c164ca6fa6346,235 Millions,Fiat,500L,2017,Essence,162000km,Noir,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,0
6622695ead4c164ca6fa6348,1 111 Millions,Land Rover,Range Sport,2018,Diesel,61000km,Noir,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
66226962ad4c164ca6fa634a,1 Millions,Volkswagen,Golf 8,2021,Essence,45000km,Gris Manitoba,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,,0
66226963ad4c164ca6fa634c,98 Millions,Suzuki,Maruti Zen,2006,Essence,400km,,,,,,,,,,,,,,,,,0
66226965ad4c164ca6fa634e,2 Millions,Seat,Leon,2012,Diesel,224km,Blanc,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
66226967ad4c164ca6fa6350,680 Millions,,,,,,,,,,,,,,,,,,,,,,0
66226969ad4c164ca6fa6352,333 Millions,Ford,Fiesta,2008,Essence,240000km,Gris Argent,Climatisation,ABS,ESP,Direction assisstée,Phares antibrouillard,Radio CD,Alarme,Feux du jour,Vitres éléctriques,,,,,,,0
6622696aad4c164ca6fa6354,287 Millions,Skoda,Yeti,2012,Diesel,290000km,Gris Champagne,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,0
66226972ad4c164ca6fa6356,155 Millions,Jeep,Wrangler,2023,Essence,7000km,Gris Argent,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
66226974ad4c164ca6fa6358,1 Millions,Volkswagen,Golf,2023,Diesel,00km,Gris,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
66226976ad4c164ca6fa635a,46 Millions,Chery,QQ,2005,Essence,102942km,,,,,,,,,,,,,,,,,0
66226978ad4c164ca6fa635c,410 Millions,Citroen,Berlingo,2019,Diesel,123000km,Bleu Turquoise,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,0
66226979ad4c164ca6fa635e,150 Millions,Dacia,Logan,2010,GPL,476000km,Gris Champagne,Climatisation,ESP,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Vitres éléctriques,,,,,,,,,0
6622697bad4c164ca6fa6360,1 230 Millions,Volkswagen,Tiguan r line,2024,Diesel,00km,Noir,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
6622697dad4c164ca6fa6362,3 Millions,Hyundai,Accent,2019,Essence,23000km,Noir,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,0
6622697ead4c164ca6fa6364,570 Millions,Peugeot,308,2023,Essence,5000km,Blanc,,,,,,,,,,,,,,,,0
66226980ad4c164ca6fa6366,1 Millions,Fiat,City +,2023,Essence,18.000km,Gris Souris,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,0
66226981ad4c164ca6fa6368,190 Millions,Citroen,C3,2011,Diesel,109000km,Gris Champagne,Climatisation,ESP,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Jantes Alliage,Vitres éléctriques,,,,,,,,0
66226983ad4c164ca6fa636a,1 Millions,Volkswagen,Golf Plus,2021,Essence,61000km,Gris Manitoba,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,0
66226987ad4c164ca6fa636c,910 Millions,Volkswagen,Golf 8,2023,Diesel,21000km,Gris,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
66226989ad4c164ca6fa636e,1 Millions,Peugeot,Landtrek,2022,Diesel,1500km,Gris Argent,Climatisation,ABS,ESP,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Feux du jour,Vitres éléctriques,,,,,0
6622698aad4c164ca6fa6370,2 000 Millions,Nissan,Qashqai,2013,Diesel,33000km,Blanc,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
6622698cad4c164ca6fa6372,1 Millions,Audi,A1,2017,Diesel,251000km,Blanc,Climatisation,ABS,Retroviseurs électriques,Phares antibrouillard,Alarme,Jantes Alliage,Feux du jour,,,,,,,,,0
6622698dad4c164ca6fa6374,320 Millions,Dacia,Sandero,2018,Diesel,140000km,Gris Manitoba,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Phares antibrouillard,Radio CD,Alarme,Jantes Alliage,Feux du jour,Vitres éléctriques,agboubi63@outlook.fr,,,,0
6622698fad4c164ca6fa6376,1 Millions,Hyundai,Accent,2008,Diesel,260km,Blanc,,,,,,,,,,,,,,,,0
66226993ad4c164ca6fa6378,1 Millions,Toyota,Hilux,2015,Diesel,142000km,Gris Argent,,,,,,,,,,,,,,,,0
66226997ad4c164ca6fa637a,111 Millions,Kia,Picanto,2018,Essence,139000km,Blanc,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,,0
6622699bad4c164ca6fa637c,1 Millions,Nissan,Juke,2022,Essence,47000km,Gris,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,,0
662269a0ad4c164ca6fa637e,1 Millions,Lifan,330,2016,Essence,1km,Grenat,Climatisation,ABS,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Jantes Alliage,Vitres éléctriques,,,,,,,0
662269a5ad4c164ca6fa6380,90 Millions,DFSK,Mini Truck,2011,Essence,152000km,Bleu Nuit,Climatisation,ABS,Alarme,,,,,,,,,,,,,0
662269a9ad4c164ca6fa6382,43 Millions,Renault,Symbol,2013,GPL,226km,Gris Argent,Climatisation,ABS,Direction assisstée,Radio CD,Feux du jour,Vitres éléctriques,,,,,,,,,,0
662269b0ad4c164ca6fa6384,185 Millions,Renault,Kangoo,2012,Diesel,270000km,Blanc,Climatisation,ABS,Direction assisstée,Radio CD,Vitres éléctriques,,,,,,,,,,,0
662269b4ad4c164ca6fa6386,4 Millions,Fiat,500x,2024,Essence,500km,Blanc,,,,,,,,,,,,,,,,0
662269b9ad4c164ca6fa6388,1 Millions,Kia,Picanto,2014,Essence,74000km,Marron,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,0
662269bbad4c164ca6fa638a,130 Millions,Renault,Laguna 1,2000,Diesel,,Gris,Climatisation,ABS,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,,,,,,,,,0
662269bcad4c164ca6fa638c,210 Millions,Chevrolet,Aveo 5 portes,2014,GPL,79km,Gris Manitoba,Climatisation,ABS,ESP,Radio CD,Alarme,Vitres éléctriques,,,,,,,,,,0
662269c3ad4c164ca6fa638e,150 Millions,Peugeot,308,2009,Diesel,320000km,Gris Argent,Climatisation,ABS,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,,0
662269c8ad4c164ca6fa6390,1 Millions,Volkswagen,Golf 7,2019,Diesel,202200km,Marron,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,0
662269ccad4c164ca6fa6392,360 Millions,Fiat,Doblo,2024,Diesel,2000km,Noir,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,0
662269d1ad4c164ca6fa6394,240 Millions,Volkswagen,Polo,2011,Essence,162km,Noir,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
662269d5ad4c164ca6fa6396,1 Millions,Hyundai,SantaFe,2013,Diesel,233km,Blanc,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,0
662269d7ad4c164ca6fa6398,260 Millions,Kia,Picanto,2021,Essence,89000km,Blanc,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Radio CD,Alarme,Vitres éléctriques,,,,,,,0
662269d9ad4c164ca6fa639a,235 Millions,BMW,X1,2011,Diesel,320500km,Blanc,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
662269dbad4c164ca6fa639c,330 Millions,Renault,Clio 5,2021,Essence,76000km,Gris Souris,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,,,,0
662269dcad4c164ca6fa639e,410 Millions,Renault,Captur,2022,Essence,38000km,,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Feux du jour,Vitres éléctriques,,,,,,,0
662269f1ad4c164ca6fa63a0,1 Millions,Renault,Clio 5,2021,Essence,50000km,Noir,Climatisation,ABS,ESP,Retroviseurs électriques,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,,,,,0
662269f2ad4c164ca6fa63a2,123 Millions,Renault,Symbole,2023,Diesel,580km,Gris Argent,Climatisation,ABS,ESP,Direction assisstée,Phares antibrouillard,Radio CD,Alarme,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,,,0
662269f7ad4c164ca6fa63a4,123 Millions,Suzuki,Swift,2009,Essence,35000km,Rouge Bordeaux,Climatisation,ABS,Direction assisstée,Radio CD,Alarme,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,,,,,0
662269f8ad4c164ca6fa63a6,380 Millions,Volkswagen,Caddy,2019,Diesel,203000km,Gris Souris,,,,,,,,,,,,,,,,0
662269fdad4c164ca6fa63a8,160 Millions,Renault,Clio 3,2010,Diesel,380km,Gris Alluminium,Climatisation,ABS,Phares antibrouillard,Radio CD,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,,,,,,0
66226a09ad4c164ca6fa63aa,215 Millions,Renault,Clio Campus,2015,GPL,180000km,,,,,,,,,,,,,,,,,0
66226a0dad4c164ca6fa63ac,1 Millions,Volkswagen,Golf 7,2019,Diesel,79000km,Noir,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
66226a0fad4c164ca6fa63ae,425 Millions,Renault,Kadjar,2016,Diesel,24000km,Gris Souris,Toit ouvrant,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,0
66226a11ad4c164ca6fa63b0,1 111 Millions,Renault,Clio 5,2023,Diesel,18000km,Noir,ABS,Direction assisstée,Retroviseurs électriques,Radio CD,Phares xénon,Feux du jour,,,,,,,,,,0
66226a12ad4c164ca6fa63b2,1 Millions,Renault,Clio5 intense,2021,Essence,62000km,Noir,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,0
66226a18ad4c164ca6fa63b4,11 030 Millions,Audi,Q3,2022,,26000km,Gris Souris,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
66226a19ad4c164ca6fa63b6,188 Millions,Hyundai,H1,2009,Diesel,300km,Blanc,Climatisation,ABS,ESP,Direction assisstée,Radio CD,Phares xénon,Vitres éléctriques,,,,,,,,,0
66226a1bad4c164ca6fa63b8,12 345 678 Millions,Volkswagen,Golf 6,2012,Diesel,300km,Blanc,Climatisation,Toit ouvrant,ABS,Direction assisstée,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Vitres éléctriques,,,,,,0
66226a20ad4c164ca6fa63ba,57 Millions,Renault,Clio 2,1999,Diesel,111111km,Blanc,,,,,,,,,,,,,,,,0
66226a22ad4c164ca6fa63bc,1 Millions,Volkswagen,Polo,2016,Essence,341000km,Blanc,Climatisation,Toit ouvrant,ABS,Direction assisstée,Phares antibrouillard,Radio CD,Alarme,Feux du jour,,,,,,,,0
66226a24ad4c164ca6fa63be,11 Millions,Skoda,Rapid,2019,Essence,142000km,Gris,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Alarme,Vitres éléctriques,,,,,,,,0
66226a28ad4c164ca6fa63c0,460 Millions,Volkswagen,Golf 7,2018,Diesel,81700km,Gris Champagne,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
66226a29ad4c164ca6fa63c2,330 Millions,Renault,Clio 5,2020,Essence,78000km,Gris Argent,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,0
66226a2ead4c164ca6fa63c4,11 Millions,Volkswagen,Passat,2017,Diesel,188000km,Noir,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,0
66226a2fad4c164ca6fa63c6,590 Millions,Dacia,Duster,2024,Diesel,00km,Gris,,,,,,,,,,,,,,,,0
66226a34ad4c164ca6fa63c8,52 Millions,Daewoo,Nubira,1999,GPL,500000km,Vert Bouteille,,,,,,,,,,,,,,,,0
66226a36ad4c164ca6fa63ca,1 Millions,Renault,4,1984,Essence,123588km,Beige,,,,,,,,,,,,,,,,0
66226a3bad4c164ca6fa63cc,88 Millions,Peugeot,207,2009,Diesel,1km,Vert,,,,,,,,,,,,,,,,0
66226a40ad4c164ca6fa63ce,111 Millions,Peugeot,308,2014,Diesel,197000km,Gris Souris,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
66226a41ad4c164ca6fa63d0,380 Millions,Peugeot,208,2022,Diesel,53000km,Gris Manitoba,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,0
66226a45ad4c164ca6fa63d2,1 Millions,Seat,CUPRA FORMENTOR,2024,Diesel,3400km,Gris,Climatisation,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,,0
66226a4aad4c164ca6fa63d4,1 111 Millions,Seat,Leon,2012,Diesel,295000km,Blanc,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,,0
66226a4cad4c164ca6fa63d6,900 Millions,Toyota,Hilux,2021,Diesel,59000km,Blanc,,,,,,,,,,,,,,,,0
66226a51ad4c164ca6fa63d8,111 Millions,Fiat,Doblo,2024,Diesel,150km,Gris Alluminium,,,,,,,,,,,,,,,,0
66226a56ad4c164ca6fa63da,1 070 Millions,Audi,Q5,2021,Diesel,800km,Noir,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,,,,,,,,,0
66226a58ad4c164ca6fa63dc,1 234 Millions,Hyundai,Tucson,2013,Essence,220000km,Blanc,Climatisation,ABS,ESP,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Vitres éléctriques,,,,,,,0
66226a5cad4c164ca6fa63de,180 Millions,Volkswagen,Golf 6,2011,Essence,249000km,Noir,Climatisation,Toit ouvrant,ABS,ESP,Radar de recul,Direction assisstée,Retroviseurs électriques,Phares antibrouillard,Radio CD,Alarme,Phares xénon,Jantes Alliage,Feux du jour,Vitres éléctriques,,0
66226a60ad4c164ca6fa63e0,210 Millions,Renault,Symbol,2016,Essence,229000km,Gris Alluminium,Climatisation,ABS,Phares antibrouillard,Alarme,Jantes Alliage,Vitres éléctriques,,,,,,,,,,0
